swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,turn_index,subutterance_index,text,pos,trees,ptb_treenumbers,start_turn,end_turn
sw01utt/sw_0116_2406.utt,2/sw2406,2406,107,bf,B,54,1,"[ The, + the ] wide open, the spaces, -/","[ The/DT ] ,/,  [ the/DT wide/JJ open/JJ ] ,/,  [ the/DT spaces/NNS ] ,/,","(FRAG (EDITED (RM (-DFL- \[)) (NP-UNF (DT The)) (, ,) (IP (-DFL- \+))) (NP (DT the) (RS (-DFL- \])) (ADJP (JJ wide) (JJ open))) (, ,) (NP (DT the) (NNS spaces)) (, ,) (-DFL- N_S))",154,224.747,227.085375
sw01utt/sw_0116_2406.utt,2/sw2406,2406,108,aa,A,55,1,"Yeah,  /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",121,226.219875,231.5305
sw01utt/sw_0116_2406.utt,2/sw2406,2406,109,sd,A,55,2,and the music  /,and/CC  [ the/DT music/NN ],(FRAG (CC and) (NP (DT the) (NN music)) (-DFL- E_S)),157,226.219875,231.5305
sw01utt/sw_0116_2406.utt,2/sw2406,2406,110,sd,A,55,3,"{C and, }  {F uh, }   {D well, } it had an excellent story line.  /","and/CC ,/,  [ uh/UH ] ,/, well/UH ,/,  [ it/PRP ] had/VBD  [ an/DT excellent/JJ story/NN line/NN ] ./.","(S (CC and) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH well)) (, ,) (NP-SBJ (PRP it)) (VP (VBD had) (NP (DT an) (JJ excellent) (NN story) (NN line))) (. .) (-DFL- E_S))",158,226.219875,231.5305
sw01utt/sw_0116_2406.utt,2/sw2406,2406,111,sd,A,55,4,Everything about it was good. /,[ Everything/NN ] about/IN  [ it/PRP ] was/VBD good/JJ ./.,(S (NP-SBJ (NP (NN Everything)) (PP (IN about) (NP (PRP it)))) (VP (VBD was) (ADJP-PRD (JJ good))) (. .) (-DFL- E_S)),159,226.219875,231.5305
sw01utt/sw_0116_2406.utt,2/sw2406,2406,112,b,B,56,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),142,231.759625,232.203
sw01utt/sw_0116_2406.utt,2/sw2406,2406,113,sd,A,57,1,"{F Um, } I thought an excellent one, too,  was MISERY with Kathy Bates and James Caan.  /","[ Um/UH ] ,/,  [ I/PRP ] thought/VBD  [ an/DT excellent/JJ one/NN ] ,/, too/RB ,/, was/VBD  [ MISERY/NN ] with/IN  [ Kathy/NNP Bates/NNP ] and/CC  [ James/NNP Caan/NNP ] ./.","(S (INTJ (UH Um)) (, ,) (NP-SBJ (PRP I)) (VP (VBD thought) (SBAR (-NONE- 0) (S (NP-SBJ (DT an) (JJ excellent) (NN one)) (, ,) (ADVP (RB too)) (, ,) (VP (VBD was) (NP-PRD (NP-TTL (NN MISERY)) (PP (IN with) (NP (NP (NNP Kathy) (NNP Bates)) (CC and) (NP (NNP James) (NNP Caan))))))))) (. .) (-DFL- E_S))",163,232.734625,246.423375
sw01utt/sw_0116_2406.utt,2/sw2406,2406,114,sd,A,57,2,"I'm not a James Caan fan,  /","[ I/PRP ] 'm/VBP not/RB  [ a/DT James/NNP Caan/NNP fan/NN ] ,/,","(S (NP-SBJ (PRP I)) (VP (VBP 'm) (RB not) (NP-PRD (DT a) (NNP James) (NNP Caan) (NN fan))) (, ,) (-DFL- E_S))",164,232.734625,246.423375
sw01utt/sw_0116_2406.utt,2/sw2406,2406,115,sd,A,57,3,{C but } that was a well directed and acted movie. /,but/CC  [ that/DT ] was/VBD  [ a/DT ] well/RB directed/VBN and/CC acted/VBN  [ movie/NN ] ./.,(S (CC but) (NP-SBJ (DT that)) (VP (VBD was) (NP-PRD (DT a) (ADJP (ADVP-MNR (RB well)) (VBN directed) (CC and) (VBN acted)) (NN movie))) (. .) (-DFL- E_S)),165,232.734625,246.423375
sw01utt/sw_0116_2406.utt,2/sw2406,2406,116,bh,B,58,1,Is that right? /,Is/VBZ  [ that/DT right/JJ ] ?/.,(SQ (VBZ Is) (NP-SBJ (DT that)) (ADJP-PRD (JJ right)) (. ?) (-DFL- E_S)),167,246.362,247.147375
sw01utt/sw_0116_2406.utt,2/sw2406,2406,117,sd,A,59,1,I'd recommend it.  /,[ I/PRP ] 'd/MD recommend/VB  [ it/PRP ] ./.,(S (NP-SBJ (PRP I)) (VP (MD 'd) (VP (VB recommend) (NP (PRP it)))) (. .) (-DFL- E_S)),169,247.599125,250.48425
sw01utt/sw_0116_2406.utt,2/sw2406,2406,118,sd,A,59,2,It's a little on the violent side -- /,[ It/PRP ] 's/BES  [ a/DT little/JJ ] on/IN  [ the/DT violent/JJ side/NN ] --/:,(S (NP-SBJ (PRP It)) (VP (BES 's) (NP-ADV (DT a) (JJ little)) (PP-PRD (IN on) (NP (DT the) (JJ violent) (NN side)))) (-DFL- E_S)),170,247.599125,250.48425
sw01utt/sw_0116_2406.utt,2/sw2406,2406,119,b,B,60,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),142,250.647875,251.160125
sw01utt/sw_0116_2406.utt,2/sw2406,2406,120,qh,A,61,1,-- {C but } then what movie isn't anymore. /,--/: but/CC then/RB  [ what/WP movie/NN ] is/VBZ n't/RB anymore/RB ./.,(SBARQ (CONJP (CC but) (RB then)) (WHNP-1 (WP what) (NN movie)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (RB n't) (PP-PRD (-NONE- *?*)) (ADVP-TMP (RB anymore)))) (. .) (-DFL- E_S)),174,251.18,252.99725
sw01utt/sw_0116_2406.utt,2/sw2406,2406,121,aa,B,62,1,"Right,  /","Right/UH ,/,","(INTJ (UH Right) (, ,) (-DFL- E_S))",176,252.88625,265.903
sw01utt/sw_0116_2406.utt,2/sw2406,2406,122,aa^r,B,62,2,right.  /,right/UH ./.,(INTJ (UH right) (. .) (-DFL- E_S)),177,252.88625,265.903
sw01utt/sw_0116_2406.utt,2/sw2406,2406,123,%,B,62,3,"Yeah,  /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",156,252.88625,265.903
sw01utt/sw_0116_2406.utt,2/sw2406,2406,124,sd,B,62,4,"our movies today,  it used to be X  /","[ our/PRP$ movies/NNS today/NN ] ,/,  [ it/PRP ] used/VBD to/TO be/VB  [ X/NN ]","(S (NP-TPC (NP (PRP$ our) (NNS movies)) (NP-TMP (NN today))) (, ,) (NP-SBJ-1 (PRP it)) (VP (VBD used) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (ADJP-PRD (NN X)))))) (-DFL- E_S))",179,252.88625,265.903
sw01utt/sw_0116_2406.utt,2/sw2406,2406,125,sd,B,62,5,"[ {C and, } + {D you know, } {C and } ] P G -s used to be R -s  /","and/CC ,/,  [ you/PRP ] know/VBP ,/, and/CC  [ P/NNP G/NNP -s/NNPS ] used/VBD to/TO be/VB  [ R/NNP ] -s/NNPS","(S (EDITED (RM (-DFL- \[)) (CC and) (, ,) (IP (-DFL- \+))) (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (CC and) (RS (-DFL- \])) (NP-SBJ-1 (NNP P) (NNP G) (NNPS -s)) (VP (VBD used) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (NNP R) (NNPS -s)))))) (-DFL- E_S))",180,252.88625,265.903
sw01utt/sw_0116_2406.utt,2/sw2406,2406,126,sv,B,62,6,"{C and, }  seems like the rating system,  {D you know, } is kind of switching that way a little bit <laughter>. /","and/CC ,/, seems/VBZ like/IN  [ the/DT rating/NN system/NN ] ,/,  [ you/PRP ] know/VBP ,/, is/VBZ  [ kind/RB ] of/RB switching/VBG  [ that/DT way/NN ] [ a/DT little/JJ bit/NN ] ./.","(S (CC and) (, ,) (NP-SBJ (-NONE- *)) (VP (VBZ seems) (SBAR (IN like) (S (NP-SBJ (DT the) (NN rating) (NN system)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (VP (VBZ is) (ADVP (RB kind) (RB of)) (VP (VBG switching) (NP-MNR (DT that) (NN way)) (NP-ADV (DT a) (JJ little) (NN bit))))))) (. .) (-DFL- E_S))",181,252.88625,265.903
sw01utt/sw_0116_2406.utt,2/sw2406,2406,127,sd,A,63,1,"{D Well, } I have no objections to it.  /","Well/UH ,/,  [ I/PRP ] have/VBP  [ no/DT objections/NNS ] to/IN  [ it/PRP ] ./.","(S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP have) (NP (NP (DT no) (NNS objections)) (PP (IN to) (NP (PRP it))))) (. .) (-DFL- E_S))",183,266.579375,271.32875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,128,%,A,63,2,"It's just, {F uh, } - /","[ It/PRP ] 's/BES just/RB ,/,  [ uh/UH ] ,/,","(S (NP-SBJ (PRP It)) (VP-UNF (BES 's) (ADVP (RB just)) (, ,) (INTJ (UH uh))) (, ,) (-DFL- N_S))",184,266.579375,271.32875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,129,sv,A,63,3,"{C and } it's a matter of your taste, {F uh, } /","and/CC  [ it/PRP ] 's/BES  [ a/DT matter/NN ] of/IN  [ your/PRP$ taste/NN ] ,/,  [ uh/UH ] ,/,","(S (CC and) (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (NP (DT a) (NN matter)) (PP (IN of) (NP (PRP$ your) (NN taste)))) (, ,) (INTJ (UH uh))) (, ,) (-DFL- E_S))",185,266.579375,271.32875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,130,b,B,64,1,"Yeah,  /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",156,271.135375,278.197625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,131,b^r,B,64,2,yeah.  /,yeah/UH ./.,(INTJ (UH yeah) (. .) (-DFL- E_S)),188,271.135375,278.197625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,132,b^r,B,64,3,"{F Oh, } yeah.  /","Oh/UH ,/, yeah/UH ./.","(INTJ (INTJ (UH Oh)) (, ,) (INTJ (UH yeah)) (. .) (-DFL- E_S))",189,271.135375,278.197625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,133,%,B,64,4,"It's just that, - /","[ It/PRP ] 's/BES just/RB that/IN ,/,","(S (NP-SBJ (PRP It)) (VP (BES 's) (ADVP (RB just)) (SBAR-UNF-PRD (IN that))) (, ,) (-DFL- N_S))",190,271.135375,278.197625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,134,%,B,64,5,"yeah,  /","yeah/UH ,/,","(INTJ (UH yeah) (, ,) (-DFL- E_S))",191,271.135375,278.197625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,135,qy^d,B,64,6,"it's just that the rating system seems, {D you know, } instead of having X now,  they have what, N C seventeen? /","[ it/PRP ] 's/BES just/RB that/IN  [ the/DT rating/NN system/NN ] seems/VBZ ,/,  [ you/PRP ] know/VBP ,/, instead/IN of/IN  [ having/VBG X/NN ] now/RB ,/,  [ they/PRP ] have/VBP  [ what/WP ] ,/,  [ N/NNP C/NNP seventeen/CD ] ?/.","(S (NP-SBJ (PRP it)) (VP (BES 's) (ADVP (RB just)) (SBAR-PRD (IN that) (S (NP-SBJ (DT the) (NN rating) (NN system)) (VP-UNF (VBZ seems) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))))) (, ,))|||(S (PP (IN instead) (IN of) (S-NOM (NP-SBJ (-NONE- *)) (VP (VBG having) (NP (NN X)) (ADVP-TMP (RB now))))) (, ,) (NP-SBJ (PRP they)) (VP (VBP have) (INTJ (WP what)) (, ,) (NP (NNP N) (NNP C) (CD seventeen))) (. ?) (-DFL- E_S))",192|||193,271.135375,278.197625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,136,ny,A,65,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),195,278.519,278.92575
sw01utt/sw_0116_2406.utt,2/sw2406,2406,137,sv,B,66,1,"They just changed it because X had a connotation with it,  {D you know, }  /","[ They/PRP ] just/RB changed/VBD  [ it/PRP ] because/IN  [ X/NN ] had/VBD  [ a/DT connotation/NN ] with/IN  [ it/PRP ] ,/,  [ you/PRP ] know/VBP ,/,","(S (NP-SBJ (PRP They)) (ADVP (RB just)) (VP (VBD changed) (NP (PRP it)) (SBAR-PRP (IN because) (S (NP-SBJ (NN X)) (VP (VBD had) (NP (NP (DT a) (NN connotation)) (PP (IN with) (NP (PRP it))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (, ,) (-DFL- E_S))",197,279.15725,283.59075
sw01utt/sw_0116_2406.utt,2/sw2406,2406,138,%,B,66,2,"{C so, } -/","so/RB ,/,","(S-UNF (RB so) (, ,) (-DFL- N_S))",198,279.15725,283.59075
sw01utt/sw_0116_2406.utt,2/sw2406,2406,139,sv,A,67,1,{C And } even on those type they don't show what you expect. /,And/CC even/RB on/IN  [ those/DT type/NN ] [ they/PRP ] do/VBP n't/RB show/VB  [ what/WP ] [ you/PRP ] expect/VBP ./.,(S (CC And) (ADVP (RB even)) (PP (IN on) (NP (DT those) (NN type))) (NP-SBJ (PRP they)) (VP (VBP do) (RB n't) (VP (VB show) (SBAR-NOM (WHNP-1 (WP what)) (S (NP-SBJ (PRP you)) (VP (VBP expect) (NP (-NONE- *T*-1))))))) (. .) (-DFL- E_S)),200,283.965375,286.752875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,140,b,B,68,1,Right. /,[ Right/UH ] ./.,(INTJ (UH Right) (. .) (-DFL- E_S)),202,287.09175,287.8005
sw01utt/sw_0116_2406.utt,2/sw2406.pos,2406,141,x,A,69,1,<Laughter>.,./.
sw01utt/sw_0116_2406.utt,2/sw2406,2406,142,sv,B,70,1,A lot of those are really violent type movies. /,[ A/DT lot/NN ] of/IN  [ those/DT ] are/VBP really/RB  [ violent/JJ type/NN movies/NNS ] ./.,(S (NP-SBJ (NP (DT A) (NN lot)) (PP (IN of) (NP (DT those)))) (VP (VBP are) (NP-PRD (ADJP (RB really) (JJ violent) (NN type)) (NNS movies))) (. .) (-DFL- E_S)),205,287.8005,290.13575
sw01utt/sw_0116_2406.utt,2/sw2406,2406,143,b,A,71,1,Right. /,[ Right/UH ] ./.,(INTJ (UH Right) (. .) (-DFL- E_S)),202,290.179625,290.6155
sw01utt/sw_0116_2406.utt,2/sw2406,2406,144,sv,B,72,1,Really gory. /,Really/RB gory/JJ ./.,(ADJP (RB Really) (JJ gory) (. .) (-DFL- E_S)),209,290.99025,291.74325
sw01utt/sw_0116_2406.utt,2/sw2406,2406,145,aa,A,73,1,"Yeah,  /","Yeah/UH ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",178,292.670875,296.80725
sw01utt/sw_0116_2406.utt,2/sw2406,2406,146,sv,A,73,2,"that seems to be the norm of most movies,  /","[ that/WDT ] seems/VBZ to/TO be/VB  [ the/DT norm/NN ] of/IN  [ most/JJS movies/NNS ] ,/,","(S (NP-SBJ-1 (WDT that)) (VP (VBZ seems) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (NP (DT the) (NN norm)) (PP (IN of) (NP (JJS most) (NNS movies)))))))) (, ,) (-DFL- E_S))",212,292.670875,296.80725
sw01utt/sw_0116_2406.utt,2/sw2406,2406,147,o,A,73,3,{C but } --,but/CC --/:,(SBARQ (CONJP (CC but) (RB then)) (WHNP-1 (WP what) (NN movie)) (SQ (NP-SBJ (-NONE- *T*-1)) (VP (VBZ is) (RB n't) (PP-PRD (-NONE- *?*)) (ADVP-TMP (RB anymore)))) (. .) (-DFL- E_S)),174,292.670875,296.80725
sw01utt/sw_0116_2406.utt,2/sw2406,2406,148,b,B,74,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),195,292.668625,292.99475
sw01utt/sw_0116_2406.utt,2/sw2406,2406,149,+,A,75,1,-- what the hey.  /,--/:  [ what/WP ] [ the/DT hey/NN ] ./.,(S-UNF (CC but) (INTJ (WP what) (DT the) (NN hey)) (. .) (-DFL- E_S)),213,296.80725,297.7155
sw01utt/sw_0116_2406.utt,2/sw2406,2406,150,o,A,75,2,This is America. /,[ This/DT ] is/VBZ  [ America/NNP ] ./.,(S (NP-SBJ (DT This)) (VP (VBZ is) (NP-PRD (NNP America))) (. .) (-DFL- E_S)),217,296.80725,297.7155
sw01utt/sw_0116_2406.utt,2/sw2406,2406,151,^h,B,76,1,Let me see.  /,Let/VB  [ me/PRP ] see/VB ./.,(S-IMP (NP-SBJ (-NONE- *)) (VP (VB Let) (S (NP-SBJ (PRP me)) (VP (VB see)))) (. .) (-DFL- E_S)),219,298.38825,301.436875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,152,sd,B,76,2,"One movie I saw, I guess it was a while  back, RED OCTOBER. /","[ One/CD movie/NN ] [ I/PRP ] saw/VBD ,/,  [ I/PRP ] guess/VBP  [ it/PRP ] was/VBD  [ a/DT while/NN ] back/RB ,/,  [ RED/JJ OCTOBER/NNP ] ./.","(FRAG (NP (NP (CD One) (NN movie)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP I)) (VP (VBD saw) (NP (-NONE- *T*-1)))))) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP guess) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP (VBD was) (ADVP-TMP-PRD (NP (DT a) (NN while)) (RB back))))))) (, ,)) (NP-TTL (JJ RED) (NNP OCTOBER)) (. .) (-DFL- E_S))",220,298.38825,301.436875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,153,b,A,77,1,Yeah. /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),195,301.871875,302.254
sw01utt/sw_0116_2406.utt,2/sw2406,2406,154,qy,B,78,1,Have you seen that one? /,Have/VBP  [ you/PRP ] seen/VBN that/DT  [ one/CD ] ?/.,(SQ (VBP Have) (NP-SBJ (PRP you)) (VP (VBN seen) (NP (DT that) (CD one))) (. ?) (-DFL- E_S)),224,301.832375,302.6345
sw01utt/sw_0116_2406.utt,2/sw2406,2406,155,ny,A,79,1,"Yes,  /","Yes/UH ,/,","(INTJ (UH Yes) (, ,) (-DFL- E_S))",226,302.655125,304.391125
sw01utt/sw_0116_2406.utt,2/sw2406,2406,156,sd^e,A,79,2,I have.  /,[ I/PRP ] have/VBP ./.,(S (NP-SBJ (PRP I)) (VP (VBP have) (VP (-NONE- *?*))) (. .) (-DFL- E_S)),227,302.655125,304.391125
sw01utt/sw_0116_2406.utt,2/sw2406,2406,157,sd,A,79,3,That was pretty good. /,[ That/DT ] was/VBD pretty/RB good/JJ ./.,(S (NP-SBJ (DT That)) (VP (VBD was) (ADJP-PRD (RB pretty) (JJ good))) (. .) (-DFL- E_S)),228,302.655125,304.391125
sw01utt/sw_0116_2406.utt,2/sw2406,2406,158,aa,B,80,1,"Yeah,  /","[ Yeah/UH ] ,/,","(INTJ (UH Yeah) (, ,) (-DFL- E_S))",211,304.28275,315.280625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,159,sd,B,80,2,I read the book before  /,[ I/PRP ] read/VBP  [ the/DT book/NN ] before/IN,(S (NP-SBJ (PRP I)) (VP (VBP read) (NP (DT the) (NN book)) (ADVP-TMP (IN before))) (-DFL- E_S)),231,304.28275,315.280625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,160,sd,B,80,3,"{C so } I knew the story line going in,  /","so/RB  [ I/PRP ] knew/VBD  [ the/DT story/NN line/NN ] going/VBG in/RP ,/,","(S (RB so) (NP-SBJ-1 (PRP I)) (VP (VBD knew) (NP (DT the) (NN story) (NN line)) (S-ADV (NP-SBJ (-NONE- *-1)) (VP (VBG going) (PRT (RP in))))) (, ,) (-DFL- E_S))",232,304.28275,315.280625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,161,sd,B,80,4,{C but } they changed some things in the movie.  /,but/CC  [ they/PRP ] changed/VBD  [ some/DT things/NNS ] in/IN  [ the/DT movie/NN ] ./.,(S (CC but) (NP-SBJ (PRP they)) (VP (VBD changed) (NP (DT some) (NNS things)) (PP (IN in) (NP (DT the) (NN movie)))) (. .) (-DFL- E_S)),233,304.28275,315.280625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,162,sd,B,80,5,It wasn't the same.  /,[ It/PRP ] was/VBD n't/RB  [ the/DT same/JJ ] ./.,(S (NP-SBJ (PRP It)) (VP (VBD was) (RB n't) (NP-PRD (DT the) (JJ same))) (. .) (-DFL- E_S)),234,304.28275,315.280625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,163,sd,B,80,6,"I thought the book was better than the movie,  /","[ I/PRP ] thought/VBD  [ the/DT book/NN ] was/VBD better/JJR than/IN  [ the/DT movie/NN ] ,/,","(S (NP-SBJ (PRP I)) (VP (VBD thought) (SBAR (-NONE- 0) (S (NP-SBJ (DT the) (NN book)) (VP (VBD was) (ADJP-PRD (ADJP (JJR better)) (PP (IN than) (NP (DT the) (NN movie)))))))) (, ,) (-DFL- E_S))",235,304.28275,315.280625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,164,sd,B,80,7,{C but } I thought the movie was really good as well. /,but/CC  [ I/PRP ] thought/VBD  [ the/DT movie/NN ] was/VBD really/RB good/JJ as/IN well/RB ./.,(S (CC but) (NP-SBJ (PRP I)) (VP (VBD thought) (SBAR (-NONE- 0) (S (NP-SBJ (DT the) (NN movie)) (VP (VBD was) (ADJP-PRD (RB really) (JJ good)) (CONJP (IN as) (RB well)))))) (. .) (-DFL- E_S)),236,304.28275,315.280625
sw01utt/sw_0116_2406.utt,2/sw2406,2406,165,sd,A,81,1,I always wait for the movie.  /,[ I/PRP ] always/RB wait/VBP for/IN  [ the/DT movie/NN ] ./.,(S (NP-SBJ (PRP I)) (ADVP-TMP (RB always)) (VP (VBP wait) (PP (IN for) (NP (DT the) (NN movie)))) (. .) (-DFL- E_S)),238,315.827375,318.781
sw01utt/sw_0116_2406.utt,2/sw2406,2406,166,sd,A,81,2,I don't have time to read the book. /,[ I/PRP ] do/VBP n't/RB have/VB  [ time/NN ] to/TO read/VB  [ the/DT book/NN ] ./.,(S (NP-SBJ-1 (PRP I)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (NN time)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB read) (NP (DT the) (NN book)) (ADVP-TMP (-NONE- *T*-2))))))))) (. .) (-DFL- E_S)),239,315.827375,318.781
sw01utt/sw_0116_2406.utt,2/sw2406,2406,167,aa,B,82,1,Yeah.  /,Yeah/UH ./.,(INTJ (UH Yeah) (. .) (-DFL- E_S)),215,318.513,323.311875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,168,sd,B,82,2,"I don't,  /","[ I/PRP ] do/VBP n't/RB ,/,","(S (NP-SBJ (PRP I)) (VP (VBP do) (RB n't)) (, ,) (-DFL- E_S))",242,318.513,323.311875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,169,sd,B,82,3,I read  about one or  two thick novels like that a year.,[ I/PRP ] read/VBP about/IN  [ one/CD ] or/CC  [ two/CD thick/JJ novels/NNS ] like/IN that/DT  [ a/DT year/NN ] ./.,"(S (NP-SBJ (PRP I)) (VP (VBP read) (NP (NP (QP (IN about) (CD one) (CC or) (CD two)) (JJ thick) (NNS novels)) (PP (IN like) (NP (DT that))) (NP-ADV (DT a) (NN year))) (PRN (. .) (S (NP-SBJ (PRP You)) (VP (VBP know))))) (, ,) (-DFL- E_S))",243,318.513,323.311875
sw01utt/sw_0116_2406.utt,2/sw2406,2406,170,b,A,83,1,Uh-huh. /,[ Uh-huh/UH ] ./.,(INTJ (UH Uh-huh) (. .) (-DFL- E_S)),245,322.411625,322.79675
sw01utt/sw_0116_2406.utt,2/sw2406,2406,171,+,B,84,1,"{D You know, }  /","[ You/PRP ] know/VBP ,/,","(S (NP-SBJ (PRP I)) (VP (VBP read) (NP (NP (QP (IN about) (CD one) (CC or) (CD two)) (JJ thick) (NNS novels)) (PP (IN like) (NP (DT that))) (NP-ADV (DT a) (NN year))) (PRN (. .) (S (NP-SBJ (PRP You)) (VP (VBP know))))) (, ,) (-DFL- E_S))",243,323.311875,341.951
sw01utt/sw_0116_2406.utt,2/sw2406,2406,172,sd,B,84,2,"that's about all the time  [ I can, + I can ] spare.  /","[ that/DT ] 's/BES about/IN  [ all/PDT the/DT time/NN ] [ I/PRP ] can/MD ,/,  [ I/PRP ] can/MD spare/VB ./.","(S (NP-SBJ (DT that)) (VP (BES 's) (ADVP (IN about)) (NP-PRD (NP (PDT all) (DT the) (NN time)) (SBAR (WHNP-1 (-NONE- 0)) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (MD can))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (MD can) (RS (-DFL- \])) (VP (VB spare) (NP (-NONE- *T*-1)))))))) (. .) (-DFL- E_S))",247,323.311875,341.951
sw01utt/sw_0116_2406.utt,2/sw2406,2406,173,sd,B,84,3,"{C But } that was a good show I thought, {D you know. }  /","But/CC  [ that/DT ] was/VBD  [ a/DT good/JJ show/NN ] [ I/PRP ] thought/VBD ,/,  [ you/PRP ] know/VBP ./.","(S (CC But) (S-TPC-1 (NP-SBJ (DT that)) (VP (VBD was) (NP-PRD (DT a) (JJ good) (NN show)))) (NP-SBJ (PRP I)) (VP (VBD thought) (SBAR (-NONE- 0) (S (-NONE- *T*-1))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (. .) (-DFL- E_S))",248,323.311875,341.951
sw01utt/sw_0116_2406.utt,2/sw2406,2406,174,sd,B,84,4,"I read about how they did, {F uh, } an article on how they did all the special effects with the submarine.  /","[ I/PRP ] read/VBD about/IN how/WRB  [ they/PRP ] did/VBD ,/,  [ uh/UH ] ,/,  [ an/DT article/NN ] on/IN how/WRB  [ they/PRP ] did/VBD  [ all/PDT the/DT special/JJ effects/NNS ] with/IN  [ the/DT submarine/NN ] ./.","(S (NP-SBJ (PRP I)) (VP (VBD read) (EDITED (PP (IN about) (SBAR (WHADVP (WRB how)) (S (NP-SBJ (PRP they)) (VP-UNF (VBD did)))))) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT an) (NN article)) (PP (IN on) (SBAR (WHADVP-1 (WRB how)) (S (NP-SBJ (PRP they)) (VP (VBD did) (NP (NP (PDT all) (DT the) (JJ special) (NNS effects)) (PP (IN with) (NP (DT the) (NN submarine)))) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S))",249,323.311875,341.951
sw01utt/sw_0116_2406.utt,2/sw2406,2406,175,sd,B,84,5,"{D You know, } that wasn't a real submarine you saw in the water.  /","[ You/PRP ] know/VBP ,/,  [ that/DT was/VBD n't/RB ] [ a/DT real/JJ submarine/NN ] [ you/PRP ] saw/VBD in/IN  [ the/DT water/NN ] ./.","(S (PRN (S (NP-SBJ (PRP You)) (VP (VBP know))) (, ,)) (NP-SBJ (NP (DT that)) (SBAR (-NONE- *ICH*-2))) (VP (VBD was) (RB n't) (NP-PRD (DT a) (JJ real) (NN submarine)) (SBAR-2 (WHNP-1 (-NONE- 0)) (S (NP-SBJ (PRP you)) (VP (VBD saw) (NP (-NONE- *T*-1)) (PP-LOC (IN in) (NP (DT the) (NN water))))))) (. .) (-DFL- E_S))",250,323.311875,341.951
